WeekEnding,HSCP,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20201018,S37000031,3,All,d,81,84,-3.6
20201018,S37000032,1,All,d,238,237.5,0.2
20201018,S37000032,2,All,d,234,252.5,-7.3
20201018,S37000032,3,All,d,191,220,-13.2
20201018,S37000032,4,All,d,190,193.5,-1.8
20201018,S37000032,5,All,d,116,158.5,-26.8
20201018,S37000033,1,All,d,20,23,-13
20201018,S37000033,2,All,d,57,49.5,15.2
20201018,S37000033,3,All,d,90,97.5,-7.7
20201018,S37000033,4,All,d,144,116.5,23.6
20201018,S37000033,5,All,d,81,75.5,7.3
20201018,S37000034,1,All,d,876,1019.5,-14.1
20201018,S37000034,2,All,d,283,296,-4.4
20201018,S37000034,3,All,d,165,195,-15.4
20201018,S37000034,4,All,d,124,152,-18.4
20201018,S37000034,5,All,d,98,110.5,-11.3
20201018,S37000035,1,All,d,340,412.5,-17.6
20201018,S37000035,2,All,d,256,311.5,-17.8
20201018,S37000035,3,All,d,103,143.5,-28.2
20201018,S37000035,4,All,d,94,120,-21.7
20201018,S37000035,5,All,d,55,68.5,-19.7
20201025,S37000001,1,All,d,65,80,-18.8
20201025,S37000001,2,All,d,119,148.5,-19.9
20201025,S37000001,3,All,d,70,70.5,-0.7
20201025,S37000001,4,All,d,61,64,-4.7
20201025,S37000001,5,All,d,128,138,-7.2
20201025,S37000002,1,All,d,13,21,-38.1
20201025,S37000002,2,All,d,58,59.5,-2.5
20201025,S37000002,3,All,d,108,138.5,-22
20201025,S37000002,4,All,d,166,202.5,-18
20201025,S37000002,5,All,d,104,119,-12.6
20201025,S37000003,1,All,d,29,20,45
20201025,S37000003,2,All,d,60,71,-15.5
20201025,S37000003,3,All,d,84,96,-12.5
20201025,S37000003,4,All,d,79,80.5,-1.9
20201025,S37000003,5,All,d,33,34,-2.9
20201025,S37000004,1,All,d,20,37.5,-46.7
20201025,S37000004,2,All,d,26,45,-42.2
20201025,S37000004,3,All,d,98,113.5,-13.7
20201025,S37000004,4,All,d,49,46.5,5.4
20201025,S37000004,5,All,d,11,21,-47.6
20201025,S37000005,1,All,d,82,108,-24.1
20201025,S37000005,2,All,d,69,110.5,-37.6
20201025,S37000005,3,All,d,40,82,-51.2
20201025,S37000005,4,All,d,64,108,-40.7
20201025,S37000005,5,All,d,67,92,-27.2
20201025,S37000006,1,All,d,39,48.5,-19.6
20201025,S37000006,2,All,d,113,132,-14.4
20201025,S37000006,3,All,d,152,151.5,0.3
20201025,S37000006,4,All,d,48,61.5,-22
20201025,S37000006,5,All,d,26,26.5,-1.9
20201025,S37000007,1,All,d,215,194,10.8
20201025,S37000007,2,All,d,80,91,-12.1
20201025,S37000007,3,All,d,25,38,-34.2
20201025,S37000007,4,All,d,45,47,-4.3
20201025,S37000007,5,All,d,54,55.5,-2.7
20201025,S37000008,1,All,d,121,150.5,-19.6
20201025,S37000008,2,All,d,88,100.5,-12.4
20201025,S37000008,3,All,d,60,63.5,-5.5
20201025,S37000008,4,All,d,52,46,13
20201025,S37000008,5,All,d,27,24,12.5
20201025,S37000009,1,All,d,10,14.5,-31
20201025,S37000009,2,All,d,52,66,-21.2
20201025,S37000009,3,All,d,14,19.5,-28.2
20201025,S37000009,4,All,d,60,48.5,23.7
20201025,S37000009,5,All,d,102,123.5,-17.4
20201025,S37000010,1,All,d,15,14,7.1
20201025,S37000010,2,All,d,79,88.5,-10.7
20201025,S37000010,3,All,d,63,56,12.5
20201025,S37000010,4,All,d,47,45.5,3.3
20201025,S37000010,5,All,d,28,37.5,-25.3
20201025,S37000011,1,All,d,19,17.5,8.6
20201025,S37000011,2,All,d,21,32,-34.4
20201025,S37000011,3,All,d,23,22,4.5
20201025,S37000011,4,All,d,43,41,4.9
20201025,S37000011,5,All,d,82,109,-24.8
20201025,S37000012,1,All,d,181,193.5,-6.5
20201025,S37000012,2,All,d,178,198,-10.1
20201025,S37000012,3,All,d,132,140.5,-6
20201025,S37000012,4,All,d,193,182,6
20201025,S37000012,5,All,d,344,397,-13.4
20201025,S37000013,1,All,d,87,125.5,-30.7
20201025,S37000013,2,All,d,118,137,-13.9
20201025,S37000013,3,All,d,106,167.5,-36.7
20201025,S37000013,4,All,d,51,82.5,-38.2
20201025,S37000013,5,All,d,46,68.5,-32.8
20201025,S37000016,1,All,d,70,85.5,-18.1
20201025,S37000016,2,All,d,117,129,-9.3
20201025,S37000016,3,All,d,211,235.5,-10.4
20201025,S37000016,4,All,d,157,170.5,-7.9
20201025,S37000016,5,All,d,42,42,0
20201025,S37000017,1,All,d,118,135,-12.6
20201025,S37000017,2,All,d,27,30,-10
20201025,S37000017,3,All,d,24,29,-17.2
20201025,S37000017,4,All,d,18,27,-33.3
20201025,S37000017,5,All,d,20,27,-25.9
20201025,S37000018,1,All,d,27,21.5,25.6
20201025,S37000018,2,All,d,80,95,-15.8
20201025,S37000018,3,All,d,56,54,3.7
20201025,S37000018,4,All,d,34,32,6.2
20201025,S37000018,5,All,d,21,23.5,-10.6
20201025,S37000019,1,All,d,11,9.5,15.8
20201025,S37000019,2,All,d,31,34,-8.8
20201025,S37000019,3,All,d,78,80.5,-3.1
20201025,S37000019,4,All,d,83,69,20.3
20201025,S37000019,5,All,d,18,16,12.5
20201025,S37000020,1,All,d,202,218.5,-7.6
20201025,S37000020,2,All,d,85,98.5,-13.7
20201025,S37000020,3,All,d,61,53,15.1
20201025,S37000020,4,All,d,41,40.5,1.2
20201025,S37000020,5,All,d,28,26.5,5.7
20201025,S37000022,2,All,d,7,7.5,-6.7
20201025,S37000022,3,All,d,10,12.5,-20
20201025,S37000022,4,All,d,33,34,-2.9
20201025,S37000024,1,All,d,116,154.5,-24.9
20201025,S37000024,2,All,d,98,130.5,-24.9
20201025,S37000024,3,All,d,71,91,-22
20201025,S37000024,4,All,d,31,55,-43.6
20201025,S37000024,5,All,d,61,77,-20.8
20201025,S37000025,1,All,d,14,20.5,-31.7
20201025,S37000025,2,All,d,50,69,-27.5
20201025,S37000025,3,All,d,93,127.5,-27.1
20201025,S37000025,4,All,d,56,85,-34.1
20201025,S37000025,5,All,d,19,16.5,15.2
20201025,S37000026,3,All,d,19,19,0
20201025,S37000026,4,All,d,26,33.5,-22.4
20201025,S37000027,1,All,d,78,82.5,-5.5
20201025,S37000027,2,All,d,99,104,-4.8
20201025,S37000027,3,All,d,65,83,-21.7
20201025,S37000027,4,All,d,41,43.5,-5.7
20201025,S37000027,5,All,d,66,64,3.1
20201025,S37000028,1,All,d,212,245.5,-13.6
20201025,S37000028,2,All,d,220,266.5,-17.4
20201025,S37000028,3,All,d,178,193,-7.8
20201025,S37000028,4,All,d,133,148.5,-10.4
20201025,S37000028,5,All,d,96,129.5,-25.9
20201025,S37000029,1,All,d,90,126,-28.6
20201025,S37000029,2,All,d,59,69,-14.5
20201025,S37000029,3,All,d,40,52.5,-23.8
20201025,S37000029,4,All,d,9,22.5,-60
20201025,S37000029,5,All,d,6,9,-33.3
20201025,S37000030,1,All,d,114,96.5,18.1
20201025,S37000030,2,All,d,156,168.5,-7.4
20201025,S37000030,3,All,d,95,100.5,-5.5
20201025,S37000030,4,All,d,62,82,-24.4
20201025,S37000030,5,All,d,64,66,-3
20201025,S37000031,2,All,d,16,16.5,-3
20201025,S37000031,3,All,d,70,65.5,6.9
20201025,S37000032,1,All,d,239,268,-10.8
20201025,S37000032,2,All,d,223,273.5,-18.5
20201025,S37000032,3,All,d,190,212,-10.4
20201025,S37000032,4,All,d,165,198,-16.7
20201025,S37000032,5,All,d,132,167.5,-21.2
20201025,S37000033,1,All,d,22,26.5,-17
20201025,S37000033,2,All,d,64,55,16.4
20201025,S37000033,3,All,d,99,94.5,4.8
20201025,S37000033,4,All,d,130,129.5,0.4
20201025,S37000033,5,All,d,68,79,-13.9
20201025,S37000034,1,All,d,914,1025.5,-10.9
20201025,S37000034,2,All,d,265,325,-18.5
20201025,S37000034,3,All,d,180,185.5,-3
20201025,S37000034,4,All,d,127,159,-20.1
20201025,S37000034,5,All,d,86,131,-34.4
20201025,S37000035,1,All,d,384,418.5,-8.2
20201025,S37000035,2,All,d,265,311.5,-14.9
20201025,S37000035,3,All,d,153,153.5,-0.3
20201025,S37000035,4,All,d,126,136,-7.4
20201025,S37000035,5,All,d,54,85,-36.5
20201101,S37000001,1,All,d,59,67.5,-12.6
20201101,S37000001,2,All,d,110,147,-25.2
20201101,S37000001,3,All,d,61,77.5,-21.3
20201101,S37000001,4,All,d,68,78,-12.8
20201101,S37000001,5,All,d,109,153,-28.8
20201101,S37000002,1,All,d,16,24,-33.3
20201101,S37000002,2,All,d,55,70.5,-22
20201101,S37000002,3,All,d,102,146.5,-30.4
20201101,S37000002,4,All,d,174,206,-15.5
20201101,S37000002,5,All,d,110,145.5,-24.4
20201101,S37000003,1,All,d,29,26.5,9.4
20201101,S37000003,2,All,d,78,74,5.4
20201101,S37000003,3,All,d,92,111,-17.1
20201101,S37000003,4,All,d,67,97,-30.9
20201101,S37000003,5,All,d,23,33.5,-31.3
20201101,S37000004,1,All,d,24,38,-36.8
20201101,S37000004,2,All,d,38,53.5,-29
20201101,S37000004,3,All,d,89,128.5,-30.7
20201101,S37000004,4,All,d,48,56,-14.3
20201101,S37000004,5,All,d,10,25,-60
20201101,S37000005,1,All,d,80,124.5,-35.7
20201101,S37000005,2,All,d,51,87.5,-41.7
20201101,S37000005,3,All,d,64,65.5,-2.3
20201101,S37000005,4,All,d,57,93,-38.7
20201101,S37000005,5,All,d,68,97.5,-30.3
20201101,S37000006,1,All,d,32,54,-40.7
20201101,S37000006,2,All,d,106,131.5,-19.4
20201101,S37000006,3,All,d,149,175.5,-15.1
20201101,S37000006,4,All,d,63,73,-13.7
20201101,S37000006,5,All,d,26,34.5,-24.6
20201101,S37000007,1,All,d,196,188.5,4
20201101,S37000007,2,All,d,94,93.5,0.5
20201101,S37000007,3,All,d,29,43.5,-33.3
20201101,S37000007,4,All,d,50,54,-7.4
20201101,S37000007,5,All,d,50,50.5,-1
20201101,S37000008,1,All,d,136,128,6.2
20201101,S37000008,2,All,d,76,110.5,-31.2
20201101,S37000008,3,All,d,54,66,-18.2
20201101,S37000008,4,All,d,42,53,-20.8
20201101,S37000008,5,All,d,16,34.5,-53.6
20201101,S37000009,1,All,d,16,15.5,3.2
20201101,S37000009,2,All,d,50,68.5,-27
20201101,S37000009,3,All,d,15,33,-54.5
20201101,S37000009,4,All,d,49,61.5,-20.3
20201101,S37000009,5,All,d,105,135,-22.2
20201101,S37000010,1,All,d,11,16.5,-33.3
20201101,S37000010,2,All,d,67,68,-1.5
20201101,S37000010,3,All,d,75,53,41.5
20201101,S37000010,4,All,d,61,46.5,31.2
20201101,S37000010,5,All,d,28,35,-20
20201101,S37000011,1,All,d,13,17.5,-25.7
20201101,S37000011,2,All,d,16,34.5,-53.6
20201101,S37000011,3,All,d,21,20,5
20201101,S37000011,4,All,d,46,45,2.2
20201101,S37000011,5,All,d,90,116.5,-22.7
20201101,S37000012,1,All,d,184,168,9.5
20201101,S37000012,2,All,d,177,202,-12.4
20201101,S37000012,3,All,d,128,143,-10.5
20201101,S37000012,4,All,d,151,191.5,-21.1
20201101,S37000012,5,All,d,361,381,-5.2
20201101,S37000013,1,All,d,99,135,-26.7
20201101,S37000013,2,All,d,106,156,-32.1
20201101,S37000013,3,All,d,112,161.5,-30.7
20201101,S37000013,4,All,d,46,83.5,-44.9
20201101,S37000013,5,All,d,59,78.5,-24.8
20201101,S37000016,1,All,d,68,85.5,-20.5
20201101,S37000016,2,All,d,128,153.5,-16.6
20201101,S37000016,3,All,d,208,219,-5
20201101,S37000016,4,All,d,161,206,-21.8
20201101,S37000016,5,All,d,42,49.5,-15.2
20201101,S37000017,1,All,d,107,128.5,-16.7
20201101,S37000017,2,All,d,28,28.5,-1.8
20201101,S37000017,3,All,d,38,30,26.7
20201101,S37000017,4,All,d,23,30.5,-24.6
20201101,S37000017,5,All,d,23,27.5,-16.4
20201101,S37000018,1,All,d,28,23,21.7
20201101,S37000018,2,All,d,82,89,-7.9
20201101,S37000018,3,All,d,65,58,12.1
20201101,S37000018,4,All,d,43,31.5,36.5
20201101,S37000018,5,All,d,16,23.5,-31.9
20201101,S37000019,1,All,d,7,7,0
20201101,S37000019,2,All,d,51,31,64.5
20201101,S37000019,3,All,d,73,71.5,2.1
20201101,S37000019,4,All,d,59,90.5,-34.8
20201101,S37000019,5,All,d,10,19,-47.4
20201101,S37000020,1,All,d,169,209.5,-19.3
20201101,S37000020,2,All,d,75,85.5,-12.3
20201101,S37000020,3,All,d,41,56,-26.8
20201101,S37000020,4,All,d,44,46.5,-5.4
20201101,S37000020,5,All,d,31,32,-3.1
20201101,S37000022,2,All,d,11,6.5,69.2
20201101,S37000022,3,All,d,6,11.5,-47.8
20201101,S37000022,4,All,d,27,30,-10
20201101,S37000024,1,All,d,115,143,-19.6
20201101,S37000024,2,All,d,91,134,-32.1
20201101,S37000024,3,All,d,64,87.5,-26.9
20201101,S37000024,4,All,d,34,58,-41.4
20201101,S37000024,5,All,d,54,76,-28.9
20201101,S37000025,1,All,d,24,28,-14.3
20201101,S37000025,2,All,d,44,60,-26.7
20201101,S37000025,3,All,d,112,126.5,-11.5
20201101,S37000025,4,All,d,53,89.5,-40.8
20201101,S37000025,5,All,d,16,22.5,-28.9
20201101,S37000026,3,All,d,17,24,-29.2
20201101,S37000026,4,All,d,26,27.5,-5.5
20201101,S37000027,1,All,d,80,93,-14
20201101,S37000027,2,All,d,81,116,-30.2
20201101,S37000027,3,All,d,57,82.5,-30.9
20201101,S37000027,4,All,d,47,51,-7.8
20201101,S37000027,5,All,d,51,67,-23.9
20201101,S37000028,1,All,d,197,242.5,-18.8
20201101,S37000028,2,All,d,222,256,-13.3
20201101,S37000028,3,All,d,171,196,-12.8
20201101,S37000028,4,All,d,128,145.5,-12
20201101,S37000028,5,All,d,97,101.5,-4.4
20201101,S37000029,1,All,d,104,131.5,-20.9
20201101,S37000029,2,All,d,76,70.5,7.8
20201101,S37000029,3,All,d,54,50.5,6.9
20201101,S37000029,4,All,d,22,26.5,-17
20201101,S37000029,5,All,d,13,8,62.5
20201101,S37000030,1,All,d,82,96.5,-15
20201101,S37000030,2,All,d,171,171,0
20201101,S37000030,3,All,d,107,105,1.9
20201101,S37000030,4,All,d,76,79,-3.8
20201101,S37000030,5,All,d,54,60.5,-10.7
20201101,S37000031,2,All,d,10,17.5,-42.9
20201101,S37000031,3,All,d,77,68,13.2
20201101,S37000032,1,All,d,243,276.5,-12.1
20201101,S37000032,2,All,d,234,277,-15.5
20201101,S37000032,3,All,d,190,203.5,-6.6
20201101,S37000032,4,All,d,155,202.5,-23.5
20201101,S37000032,5,All,d,155,164,-5.5
20201101,S37000033,1,All,d,23,35.5,-35.2
20201101,S37000033,2,All,d,50,57,-12.3
20201101,S37000033,3,All,d,79,99.5,-20.6
20201101,S37000033,4,All,d,122,137,-10.9
20201101,S37000033,5,All,d,92,98.5,-6.6
20201101,S37000034,1,All,d,795,1013,-21.5
20201101,S37000034,2,All,d,269,321.5,-16.3
20201101,S37000034,3,All,d,147,211.5,-30.5
20201101,S37000034,4,All,d,101,161.5,-37.5
20201101,S37000034,5,All,d,94,129.5,-27.4
20201101,S37000035,1,All,d,365,427.5,-14.6
20201101,S37000035,2,All,d,229,319.5,-28.3
20201101,S37000035,3,All,d,118,156,-24.4
20201101,S37000035,4,All,d,116,137,-15.3
20201101,S37000035,5,All,d,59,90.5,-34.8
20201108,S37000001,1,All,d,62,73,-15.1
20201108,S37000001,2,All,d,108,134.5,-19.7
20201108,S37000001,3,All,d,64,80.5,-20.5
20201108,S37000001,4,All,d,50,72.5,-31
20201108,S37000001,5,All,d,145,156.5,-7.3
20201108,S37000002,1,All,d,14,19,-26.3
20201108,S37000002,2,All,d,60,79,-24.1
20201108,S37000002,3,All,d,94,142.5,-34
20201108,S37000002,4,All,d,163,211,-22.7
20201108,S37000002,5,All,d,111,132.5,-16.2
20201108,S37000003,1,All,d,17,23,-26.1
20201108,S37000003,2,All,d,67,78.5,-14.6
20201108,S37000003,3,All,d,65,91.5,-29
20201108,S37000003,4,All,d,86,87.5,-1.7
20201108,S37000003,5,All,d,24,35,-31.4
20201108,S37000004,1,All,d,32,30,6.7
20201108,S37000004,2,All,d,32,52.5,-39
20201108,S37000004,3,All,d,81,114,-28.9
20201108,S37000004,4,All,d,51,60,-15
20201108,S37000004,5,All,d,13,19.5,-33.3
20201108,S37000005,1,All,d,76,110.5,-31.2
20201108,S37000005,2,All,d,69,104.5,-34
20201108,S37000005,3,All,d,55,90.5,-39.2
20201108,S37000005,4,All,d,80,112,-28.6
20201108,S37000005,5,All,d,58,90.5,-35.9
20201108,S37000006,1,All,d,39,50.5,-22.8
20201108,S37000006,2,All,d,100,120.5,-17
20201108,S37000006,3,All,d,176,175.5,0.3
20201108,S37000006,4,All,d,59,73,-19.2
20201108,S37000006,5,All,d,25,38.5,-35.1
20201108,S37000007,1,All,d,162,212.5,-23.8
20201108,S37000007,2,All,d,81,106.5,-23.9
20201108,S37000007,3,All,d,22,50,-56
20201108,S37000007,4,All,d,46,58.5,-21.4
20201108,S37000007,5,All,d,45,54,-16.7
20201108,S37000008,1,All,d,110,142,-22.5
20201108,S37000008,2,All,d,92,111.5,-17.5
20201108,S37000008,3,All,d,62,66.5,-6.8
20201108,S37000008,4,All,d,54,52.5,2.9
20201108,S37000008,5,All,d,19,26.5,-28.3
20201108,S37000009,1,All,d,12,13.5,-11.1
20201108,S37000009,2,All,d,50,68.5,-27
20201108,S37000009,3,All,d,24,21.5,11.6
20201108,S37000009,4,All,d,32,65,-50.8
20201108,S37000009,5,All,d,104,126.5,-17.8
20201108,S37000010,1,All,d,17,18,-5.6
20201108,S37000010,2,All,d,96,85.5,12.3
20201108,S37000010,3,All,d,72,52.5,37.1
20201108,S37000010,4,All,d,58,49.5,17.2
20201108,S37000010,5,All,d,37,32,15.6
20201108,S37000011,1,All,d,9,20.5,-56.1
20201108,S37000011,2,All,d,32,29.5,8.5
20201108,S37000011,3,All,d,18,21.5,-16.3
20201108,S37000011,4,All,d,51,56.5,-9.7
20201108,S37000011,5,All,d,84,110.5,-24
20201108,S37000012,1,All,d,174,199.5,-12.8
20201108,S37000012,2,All,d,178,196.5,-9.4
20201108,S37000012,3,All,d,132,152,-13.2
20201108,S37000012,4,All,d,157,173,-9.2
20201108,S37000012,5,All,d,365,383,-4.7
20201108,S37000013,1,All,d,87,128,-32
20201108,S37000013,2,All,d,98,173,-43.4
20201108,S37000013,3,All,d,96,154.5,-37.9
20201108,S37000013,4,All,d,62,95.5,-35.1
20201108,S37000013,5,All,d,63,66.5,-5.3
20201108,S37000016,1,All,d,73,91,-19.8
20201108,S37000016,2,All,d,127,132,-3.8
20201108,S37000016,3,All,d,183,230.5,-20.6
20201108,S37000016,4,All,d,155,201,-22.9
20201108,S37000016,5,All,d,30,47.5,-36.8
20201108,S37000017,1,All,d,107,127,-15.7
20201108,S37000017,2,All,d,27,33,-18.2
20201108,S37000017,3,All,d,11,33.5,-67.2
20201108,S37000017,4,All,d,16,29.5,-45.8
20201108,S37000017,5,All,d,31,33.5,-7.5
20201108,S37000018,1,All,d,22,24,-8.3
20201108,S37000018,2,All,d,99,98,1
20201108,S37000018,3,All,d,58,56.5,2.7
20201108,S37000018,4,All,d,33,38,-13.2
20201108,S37000018,5,All,d,24,29,-17.2
20201108,S37000019,1,All,d,7,13.5,-48.1
20201108,S37000019,2,All,d,31,46.5,-33.3
20201108,S37000019,3,All,d,69,78,-11.5
20201108,S37000019,4,All,d,67,82,-18.3
20201108,S37000019,5,All,d,27,22.5,20
20201108,S37000020,1,All,d,165,227.5,-27.5
20201108,S37000020,2,All,d,96,89,7.9
20201108,S37000020,3,All,d,63,70,-10
20201108,S37000020,4,All,d,42,51,-17.6
20201108,S37000020,5,All,d,32,29,10.3
20201108,S37000022,2,All,d,6,10,-40
20201108,S37000022,3,All,d,8,9.5,-15.8
20201108,S37000022,4,All,d,23,33,-30.3
20201108,S37000024,1,All,d,120,147.5,-18.6
20201108,S37000024,2,All,d,112,133.5,-16.1
20201108,S37000024,3,All,d,53,91,-41.8
20201108,S37000024,4,All,d,53,46.5,14
20201108,S37000024,5,All,d,66,73.5,-10.2
20201108,S37000025,1,All,d,19,27,-29.6
20201108,S37000025,2,All,d,55,59.5,-7.6
20201108,S37000025,3,All,d,90,131.5,-31.6
20201108,S37000025,4,All,d,65,85.5,-24
20201108,S37000025,5,All,d,16,25.5,-37.3
20201108,S37000026,3,All,d,18,23,-21.7
20201108,S37000026,4,All,d,24,37,-35.1
20201108,S37000027,1,All,d,76,85,-10.6
20201108,S37000027,2,All,d,78,113,-31
20201108,S37000027,3,All,d,69,81.5,-15.3
20201108,S37000027,4,All,d,35,56,-37.5
20201108,S37000027,5,All,d,41,59,-30.5
20201108,S37000028,1,All,d,199,242,-17.8
20201108,S37000028,2,All,d,186,269,-30.9
20201108,S37000028,3,All,d,171,203,-15.8
20201108,S37000028,4,All,d,110,152,-27.6
20201108,S37000028,5,All,d,97,114,-14.9
20201108,S37000029,1,All,d,94,136.5,-31.1
20201108,S37000029,2,All,d,65,81.5,-20.2
20201108,S37000029,3,All,d,43,52,-17.3
20201108,S37000029,4,All,d,26,15.5,67.7
20201108,S37000029,5,All,d,14,11.5,21.7
20201108,S37000030,1,All,d,108,112.5,-4
20201108,S37000030,2,All,d,139,161,-13.7
20201108,S37000030,3,All,d,74,108,-31.5
20201108,S37000030,4,All,d,79,92.5,-14.6
20201108,S37000030,5,All,d,54,60.5,-10.7
20201108,S37000031,2,All,d,17,18,-5.6
20201108,S37000031,3,All,d,65,81.5,-20.2
20201108,S37000032,1,All,d,237,313,-24.3
20201108,S37000032,2,All,d,224,310,-27.7
20201108,S37000032,3,All,d,211,209.5,0.7
20201108,S37000032,4,All,d,158,199,-20.6
20201108,S37000032,5,All,d,124,169.5,-26.8
20201108,S37000033,1,All,d,27,28,-3.6
20201108,S37000033,2,All,d,72,71,1.4
20201108,S37000033,3,All,d,82,105.5,-22.3
20201108,S37000033,4,All,d,141,150,-6
20201108,S37000033,5,All,d,69,87,-20.7
20201108,S37000034,1,All,d,897,1103,-18.7
20201108,S37000034,2,All,d,231,335,-31
20201108,S37000034,3,All,d,169,200.5,-15.7
20201108,S37000034,4,All,d,121,159.5,-24.1
20201108,S37000034,5,All,d,98,130.5,-24.9
20201108,S37000035,1,All,d,348,457,-23.9
20201108,S37000035,2,All,d,249,350,-28.9
20201108,S37000035,3,All,d,133,164,-18.9
20201108,S37000035,4,All,d,104,159.5,-34.8
20201108,S37000035,5,All,d,48,73,-34.2
20201115,S37000001,1,All,d,70,76,-7.9
20201115,S37000001,2,All,d,110,158,-30.4
20201115,S37000001,3,All,d,68,78.5,-13.4
20201115,S37000001,4,All,d,66,71.5,-7.7
20201115,S37000001,5,All,d,119,158.5,-24.9
20201115,S37000002,1,All,d,24,20.5,17.1
20201115,S37000002,2,All,d,59,76,-22.4
20201115,S37000002,3,All,d,97,122,-20.5
20201115,S37000002,4,All,d,179,211,-15.2
20201115,S37000002,5,All,d,114,128,-10.9
20201115,S37000003,1,All,d,34,26,30.8
20201115,S37000003,2,All,d,62,70,-11.4
20201115,S37000003,3,All,d,86,98.5,-12.7
20201115,S37000003,4,All,d,69,94.5,-27
20201115,S37000003,5,All,d,24,30.5,-21.3
20201115,S37000004,1,All,d,17,36.5,-53.4
20201115,S37000004,2,All,d,31,56,-44.6
20201115,S37000004,3,All,d,103,126.5,-18.6
20201115,S37000004,4,All,d,41,45,-8.9
20201115,S37000004,5,All,d,11,22,-50
20201115,S37000005,1,All,d,87,149.5,-41.8
20201115,S37000005,2,All,d,66,105.5,-37.4
20201115,S37000005,3,All,d,68,87.5,-22.3
20201115,S37000005,4,All,d,74,104.5,-29.2
20201115,S37000005,5,All,d,77,92.5,-16.8
20201115,S37000006,1,All,d,44,48.5,-9.3
20201115,S37000006,2,All,d,115,134,-14.2
20201115,S37000006,3,All,d,149,188,-20.7
20201115,S37000006,4,All,d,51,65.5,-22.1
20201115,S37000006,5,All,d,25,35.5,-29.6
20201115,S37000007,1,All,d,199,200.5,-0.7
20201115,S37000007,2,All,d,86,97.5,-11.8
20201115,S37000007,3,All,d,31,42,-26.2
20201115,S37000007,4,All,d,42,56,-25
20201115,S37000007,5,All,d,53,54.5,-2.8
20201115,S37000008,1,All,d,122,160,-23.8
20201115,S37000008,2,All,d,86,112.5,-23.6
20201115,S37000008,3,All,d,58,60,-3.3
20201115,S37000008,4,All,d,37,53,-30.2
20201115,S37000008,5,All,d,26,32,-18.8
20201115,S37000009,1,All,d,23,14,64.3
20201115,S37000009,2,All,d,42,57.5,-27
20201115,S37000009,3,All,d,10,23.5,-57.4
20201115,S37000009,4,All,d,52,68.5,-24.1
20201115,S37000009,5,All,d,87,131,-33.6
20201115,S37000010,1,All,d,15,14.5,3.4
20201115,S37000010,2,All,d,89,98.5,-9.6
20201115,S37000010,3,All,d,66,62.5,5.6
20201115,S37000010,4,All,d,51,48.5,5.2
20201115,S37000010,5,All,d,49,39.5,24.1
20201115,S37000011,1,All,d,17,20.5,-17.1
20201115,S37000011,2,All,d,27,31,-12.9
20201115,S37000011,3,All,d,17,25.5,-33.3
20201115,S37000011,4,All,d,45,42,7.1
20201115,S37000011,5,All,d,77,107.5,-28.4
20201115,S37000012,1,All,d,180,201.5,-10.7
20201115,S37000012,2,All,d,212,200,6
20201115,S37000012,3,All,d,125,140,-10.7
20201115,S37000012,4,All,d,174,202,-13.9
20201115,S37000012,5,All,d,354,401,-11.7
20201115,S37000013,1,All,d,81,136.5,-40.7
20201115,S37000013,2,All,d,101,155.5,-35
20201115,S37000013,3,All,d,121,165,-26.7
20201115,S37000013,4,All,d,59,94.5,-37.6
20201115,S37000013,5,All,d,69,102.5,-32.7
20201115,S37000016,1,All,d,83,99,-16.2
20201115,S37000016,2,All,d,110,149,-26.2
20201115,S37000016,3,All,d,201,241.5,-16.8
20201115,S37000016,4,All,d,165,186,-11.3
20201115,S37000016,5,All,d,37,47,-21.3
20201115,S37000017,1,All,d,111,132,-15.9
20201115,S37000017,2,All,d,26,28.5,-8.8
20201115,S37000017,3,All,d,23,33.5,-31.3
20201115,S37000017,4,All,d,22,26.5,-17
20201115,S37000017,5,All,d,24,30,-20
20201115,S37000018,1,All,d,27,31.5,-14.3
20201115,S37000018,2,All,d,72,95.5,-24.6
20201115,S37000018,3,All,d,56,55,1.8
20201115,S37000018,4,All,d,42,35.5,18.3
20201115,S37000018,5,All,d,33,31.5,4.8
20201115,S37000019,1,All,d,11,9,22.2
20201115,S37000019,2,All,d,35,43,-18.6
20201115,S37000019,3,All,d,69,82.5,-16.4
20201115,S37000019,4,All,d,71,75.5,-6
20201115,S37000019,5,All,d,13,22.5,-42.2
20201115,S37000020,1,All,d,153,210,-27.1
20201115,S37000020,2,All,d,78,91.5,-14.8
20201115,S37000020,3,All,d,40,60,-33.3
20201115,S37000020,4,All,d,38,50,-24
20201115,S37000020,5,All,d,19,28.5,-33.3
20201115,S37000022,2,All,d,11,12,-8.3
20201115,S37000022,3,All,d,7,11,-36.4
20201115,S37000022,4,All,d,20,31.5,-36.5
20201115,S37000024,1,All,d,142,154.5,-8.1
20201115,S37000024,2,All,d,93,145,-35.9
20201115,S37000024,3,All,d,66,89,-25.8
20201115,S37000024,4,All,d,43,63,-31.7
20201115,S37000024,5,All,d,55,82,-32.9
20201115,S37000025,1,All,d,17,26,-34.6
20201115,S37000025,2,All,d,49,72,-31.9
20201115,S37000025,3,All,d,114,133.5,-14.6
20201115,S37000025,4,All,d,69,86.5,-20.2
20201115,S37000025,5,All,d,25,23.5,6.4
